Window,True Label,IF Anomaly,LSTM Anomaly,XGBoost Prediction
1167,3,-1,Yes,3
1168,3,-1,Yes,3
1169,3,-1,Yes,3
1170,3,-1,Yes,3
1171,3,-1,Yes,3
1172,3,-1,Yes,3
1173,3,-1,Yes,3
1174,3,-1,Yes,3
1175,3,-1,Yes,3
1176,3,-1,Yes,3
1177,3,-1,Yes,3
1178,3,-1,Yes,3
1179,3,-1,Yes,3
1180,3,-1,Yes,3
1181,3,-1,Yes,3
1182,3,-1,Yes,3
1183,3,-1,Yes,3
1184,3,-1,Yes,3
1185,3,-1,Yes,3
1186,1,-1,Yes,1
1187,1,-1,Yes,1
1188,1,-1,Yes,1
1189,1,-1,Yes,1
1190,1,-1,Yes,1
1191,1,-1,Yes,1
1192,1,-1,Yes,1
1193,1,-1,Yes,1
1194,1,-1,Yes,1
1195,1,-1,Yes,1
1196,1,-1,Yes,1
1197,1,-1,Yes,1
1198,1,-1,Yes,1
1199,1,-1,Yes,1
1200,1,-1,Yes,1
1201,1,-1,Yes,1
1202,1,-1,Yes,1
1203,1,-1,Yes,1
1204,1,-1,Yes,1
1205,1,-1,Yes,1
1206,1,-1,Yes,1
1207,1,-1,Yes,1
1208,1,-1,Yes,1
1209,1,-1,Yes,1
1210,1,-1,Yes,1
1211,1,-1,Yes,1
1212,1,-1,Yes,1
1213,1,-1,Yes,1
1214,1,-1,Yes,1
1215,1,-1,Yes,1
1216,1,-1,Yes,1
1217,1,-1,Yes,1
1218,1,-1,Yes,1
1219,1,-1,Yes,1
1220,1,-1,Yes,1
1221,1,-1,Yes,1
1222,1,-1,Yes,1
1223,1,-1,Yes,1
1224,1,-1,Yes,1
1225,1,-1,Yes,1
1226,1,-1,Yes,1
1227,1,-1,Yes,1
1228,1,-1,Yes,1
1229,1,-1,Yes,1
1230,1,-1,Yes,1
1231,1,-1,Yes,1
1232,1,-1,Yes,1
1233,1,-1,Yes,1
1234,1,-1,Yes,1
1235,1,-1,Yes,1
1236,1,-1,Yes,1
1237,1,-1,Yes,1
1238,1,-1,Yes,1
1239,1,-1,Yes,1
1240,1,-1,Yes,1
1241,1,-1,Yes,1
1242,1,-1,Yes,1
1243,1,-1,Yes,1
1244,1,-1,Yes,1
1245,1,-1,Yes,1
1246,1,-1,Yes,1
1247,1,-1,Yes,1
1248,1,-1,Yes,1
1249,1,-1,Yes,1
1250,1,-1,Yes,1
1251,1,-1,Yes,1
1252,1,-1,Yes,1
1253,1,-1,Yes,1
1254,1,-1,Yes,1
1255,1,-1,Yes,1
1256,1,-1,Yes,1
1257,1,-1,Yes,1
1258,1,-1,Yes,1
1259,1,-1,Yes,1
1260,1,-1,Yes,1
1261,1,-1,Yes,1
1262,1,-1,Yes,1
1263,1,-1,Yes,1
1264,1,-1,Yes,1
1265,1,-1,Yes,1
1266,1,-1,Yes,1
1267,1,-1,Yes,1
1268,1,-1,Yes,1
1269,1,-1,Yes,1
1270,1,-1,Yes,1
1271,1,-1,Yes,1
1272,1,-1,Yes,1
1273,1,-1,Yes,1
1274,1,-1,Yes,1
1275,1,-1,Yes,1
1276,1,-1,Yes,1
1277,1,-1,Yes,1
1278,1,-1,Yes,1
1279,1,-1,Yes,1
1280,1,-1,Yes,1
1281,1,-1,Yes,1
1282,1,-1,Yes,1
1283,1,-1,Yes,1
1284,1,-1,Yes,1
1285,1,-1,Yes,1
1286,1,-1,Yes,1
1287,1,-1,Yes,1
1288,1,-1,Yes,1
1289,1,-1,Yes,1
1290,1,-1,Yes,1
1291,1,-1,Yes,1
1292,1,-1,Yes,1
1293,1,-1,Yes,1
1294,1,-1,Yes,1
1295,1,-1,Yes,1
1296,1,-1,Yes,1
1297,1,-1,Yes,1
1298,1,-1,Yes,1
1299,1,-1,Yes,1
1300,1,-1,Yes,1
1301,1,-1,Yes,1
1302,1,-1,Yes,1
1303,1,-1,Yes,1
1304,1,-1,Yes,1
1305,1,-1,Yes,1
1306,1,-1,Yes,1
1307,1,-1,Yes,1
1308,1,-1,Yes,1
1309,1,-1,Yes,1
1310,1,-1,Yes,1
1311,1,-1,Yes,1
1312,1,-1,Yes,1
1313,1,-1,Yes,1
1314,1,-1,Yes,1
1315,1,-1,Yes,1
1316,1,-1,Yes,1
1317,1,-1,Yes,1
1318,1,-1,Yes,1
1319,1,-1,Yes,1
1320,1,-1,Yes,1
1321,1,-1,Yes,1
1322,1,-1,Yes,1
1323,1,-1,Yes,1
1324,1,-1,Yes,1
1325,1,-1,Yes,1
1326,1,-1,Yes,1
1327,1,-1,Yes,1
1328,1,-1,Yes,1
1329,1,-1,Yes,1
1330,1,-1,Yes,1
1331,1,-1,Yes,1
1332,1,-1,Yes,1
1333,1,-1,Yes,1
1334,1,-1,Yes,1
1335,1,-1,Yes,1
1336,1,-1,Yes,1
1337,1,-1,Yes,1
1338,1,-1,Yes,1
1339,1,-1,Yes,1
1340,1,-1,Yes,1
1341,1,-1,Yes,1
1342,1,-1,Yes,1
1343,1,-1,Yes,1
1344,1,-1,Yes,1
1345,1,-1,Yes,1
1346,1,-1,Yes,1
1347,1,-1,Yes,1
1348,1,-1,Yes,1
1349,1,-1,Yes,1
1350,1,-1,Yes,1
1351,1,-1,Yes,1
1352,1,-1,Yes,1
1353,1,-1,Yes,1
1354,1,-1,Yes,1
1355,1,-1,Yes,1
1356,1,-1,Yes,1
1357,1,-1,Yes,1
1358,1,-1,Yes,1
1359,1,-1,Yes,1
1360,1,-1,Yes,1
1361,1,-1,Yes,1
1362,1,-1,Yes,1
1363,1,-1,Yes,1
1364,1,-1,Yes,1
1365,1,-1,Yes,1
1366,1,-1,Yes,1
1367,1,-1,Yes,1
1368,1,-1,Yes,1
1369,1,-1,Yes,1
1370,1,-1,Yes,1
1371,1,-1,Yes,1
1372,1,-1,Yes,1
1373,1,-1,Yes,1
1374,1,-1,Yes,1
1375,1,-1,Yes,1
1376,1,-1,Yes,1
1377,1,-1,Yes,1
1378,1,-1,Yes,1
1379,1,-1,Yes,1
1380,1,-1,Yes,1
1381,1,-1,Yes,1
1382,1,-1,Yes,1
1383,1,-1,Yes,1
1384,1,-1,Yes,1
1385,1,-1,Yes,1
1386,1,-1,Yes,1
1387,1,-1,Yes,1
1388,1,-1,Yes,1
1389,1,-1,Yes,1
1390,1,-1,Yes,1
1391,1,-1,Yes,1
1392,1,-1,Yes,1
1393,1,-1,Yes,1
1394,1,-1,Yes,1
1395,1,-1,Yes,1
1396,1,-1,Yes,1
1397,1,-1,Yes,1
1398,1,-1,Yes,1
1399,1,-1,Yes,1
1400,1,-1,Yes,1
1401,1,-1,Yes,1
1402,1,-1,Yes,1
1403,1,-1,Yes,1
1404,1,-1,Yes,1
1405,1,-1,Yes,1
1406,1,-1,Yes,1
1407,1,-1,Yes,1
1408,1,-1,Yes,1
1409,1,-1,Yes,1
1410,1,-1,Yes,1
1411,1,-1,Yes,1
1412,1,-1,Yes,1
1413,1,-1,Yes,1
1414,1,-1,Yes,1
1415,1,-1,Yes,1
1416,1,-1,Yes,1
1417,1,-1,Yes,1
1418,1,-1,Yes,1
1419,1,-1,Yes,1
1420,1,-1,Yes,1
1421,1,-1,Yes,1
1422,1,-1,Yes,1
1423,2,-1,Yes,2
1424,2,-1,Yes,2
1425,2,-1,Yes,2
1426,2,-1,Yes,2
1427,2,-1,Yes,2
1428,2,-1,Yes,2
1429,2,-1,Yes,2
1430,2,-1,Yes,2
1431,2,-1,Yes,2
1432,2,-1,Yes,2
1433,2,-1,Yes,2
1434,2,-1,Yes,2
1435,2,-1,Yes,2
1436,2,-1,Yes,2
1437,2,-1,Yes,2
1438,2,-1,Yes,2
1439,2,-1,Yes,2
1440,2,-1,Yes,2
1441,2,-1,Yes,2
1442,2,-1,Yes,2
1443,2,-1,Yes,2
1444,2,-1,Yes,2
1445,2,-1,Yes,2
1446,2,-1,Yes,2
1447,2,-1,Yes,2
1448,2,-1,Yes,2
1449,2,-1,Yes,2
1450,2,-1,Yes,2
1451,2,-1,Yes,2
1452,2,-1,Yes,2
1453,2,-1,Yes,2
1454,2,-1,Yes,2
1455,2,-1,Yes,2
1456,2,-1,Yes,2
1457,2,-1,Yes,2
1458,2,-1,Yes,2
1459,2,-1,Yes,2
1460,2,-1,Yes,2
1461,2,-1,Yes,2
1462,2,-1,Yes,2
1463,2,-1,Yes,2
1464,2,-1,Yes,2
1465,2,-1,Yes,2
1466,2,-1,Yes,2
1467,2,-1,Yes,2
1468,2,-1,Yes,2
1469,2,-1,Yes,2
1470,2,-1,Yes,2
1471,2,-1,Yes,2
1472,2,-1,Yes,2
1473,2,-1,Yes,2
1474,2,-1,Yes,2
1475,2,-1,Yes,2
1476,2,-1,Yes,2
1477,2,-1,Yes,2
1478,2,-1,Yes,2
1479,2,-1,Yes,2
1480,2,-1,Yes,2
1481,2,-1,Yes,2
1482,2,-1,Yes,2
1483,2,-1,Yes,2
1484,2,-1,Yes,2
1485,2,-1,Yes,2
1486,2,-1,Yes,2
1487,2,-1,Yes,2
1488,2,-1,Yes,2
1489,2,-1,Yes,2
1490,2,-1,Yes,2
1491,2,-1,Yes,2
1492,2,-1,Yes,2
1493,2,-1,Yes,2
1494,2,-1,Yes,2
1495,2,-1,Yes,2
1496,2,-1,Yes,2
1497,2,-1,Yes,2
1498,2,-1,Yes,2
1499,2,-1,Yes,2
1500,2,-1,Yes,2
1501,2,-1,Yes,2
1502,2,-1,Yes,2
1503,2,-1,Yes,2
1504,2,-1,Yes,2
1505,2,-1,Yes,2
1506,2,-1,Yes,2
1507,2,-1,Yes,2
1508,2,-1,Yes,2
1509,2,-1,Yes,2
1510,2,-1,Yes,2
1511,2,-1,Yes,2
1512,2,-1,Yes,2
1513,2,-1,Yes,2
1514,2,-1,Yes,2
1515,2,-1,Yes,2
1516,2,-1,Yes,2
1517,2,-1,Yes,2
1518,2,-1,Yes,2
1519,2,-1,Yes,2
1520,2,-1,Yes,2
1521,2,-1,Yes,2
1522,2,-1,Yes,2
1523,2,-1,Yes,2
1524,2,-1,Yes,2
1525,2,-1,Yes,2
1526,2,-1,Yes,2
1527,2,-1,Yes,2
1528,2,-1,Yes,2
1529,2,-1,Yes,2
1530,2,-1,Yes,2
1531,2,-1,Yes,2
1532,2,-1,Yes,2
1533,2,-1,Yes,2
1534,2,-1,Yes,2
1535,2,-1,Yes,2
1536,2,-1,Yes,2
1537,2,-1,Yes,2
1538,2,-1,Yes,2
1539,2,-1,Yes,2
1540,2,-1,Yes,2
1541,2,-1,Yes,2
1542,2,-1,Yes,2
1543,2,-1,Yes,2
1544,2,-1,Yes,2
1545,2,-1,Yes,2
1546,2,-1,Yes,2
1547,2,-1,Yes,2
1548,2,-1,Yes,2
1549,2,-1,Yes,2
1550,2,-1,Yes,2
1551,2,-1,Yes,2
1552,2,-1,Yes,2
1553,2,-1,Yes,2
1554,2,-1,Yes,2
1555,2,-1,Yes,2
1556,2,-1,Yes,2
1557,2,-1,Yes,2
1558,2,-1,Yes,2
1559,2,-1,Yes,2
1560,2,-1,Yes,2
1561,2,-1,Yes,2
1562,2,-1,Yes,2
1563,2,-1,Yes,2
1564,2,-1,Yes,2
1565,2,-1,Yes,2
1566,2,-1,Yes,2
1567,2,-1,Yes,2
1568,2,-1,Yes,2
1569,2,-1,Yes,2
1570,2,-1,Yes,2
1571,2,-1,Yes,2
1572,2,-1,Yes,2
1573,2,-1,Yes,2
1574,2,-1,Yes,2
1575,2,-1,Yes,2
1576,2,-1,Yes,2
1577,2,-1,Yes,2
1578,2,-1,Yes,2
1579,2,-1,Yes,2
1580,2,-1,Yes,2
1581,2,-1,Yes,2
1582,2,-1,Yes,2
1583,2,-1,Yes,2
1584,2,-1,Yes,2
1585,2,-1,Yes,2
1586,2,-1,Yes,2
1587,2,-1,Yes,2
1588,2,-1,Yes,2
1589,2,-1,Yes,2
1590,2,-1,Yes,2
1591,2,-1,Yes,2
1592,2,-1,Yes,2
1593,2,-1,Yes,2
1594,2,-1,Yes,2
1595,2,-1,Yes,3
1596,2,-1,Yes,2
1597,2,-1,Yes,2
1598,2,-1,Yes,2
1599,2,-1,Yes,2
1600,2,-1,Yes,2
1601,2,-1,Yes,2
1602,2,-1,Yes,2
1603,2,-1,Yes,2
1604,2,-1,Yes,2
1605,2,-1,Yes,2
1606,2,-1,Yes,2
1607,2,-1,Yes,2
1608,2,-1,Yes,2
1609,2,-1,Yes,2
1610,2,-1,Yes,2
1611,2,-1,Yes,2
1612,2,-1,Yes,2
1613,2,-1,Yes,2
1614,2,-1,Yes,2
1615,2,-1,Yes,2
1616,2,-1,Yes,2
1617,2,-1,Yes,2
1618,2,-1,Yes,2
1619,2,-1,Yes,2
1620,2,-1,Yes,2
1621,2,-1,Yes,2
1622,2,-1,Yes,2
1623,2,-1,Yes,2
1624,2,-1,Yes,2
1625,2,-1,Yes,2
1626,2,-1,Yes,2
1627,2,-1,Yes,2
1628,2,-1,Yes,2
1629,2,-1,Yes,2
1630,2,-1,Yes,2
1631,2,-1,Yes,2
1632,2,-1,Yes,2
1633,2,-1,Yes,2
1634,2,-1,Yes,2
1635,2,-1,Yes,2
1636,2,-1,Yes,2
1637,2,-1,Yes,2
1638,2,-1,Yes,2
1639,2,-1,Yes,2
1640,2,-1,Yes,2
1641,2,-1,Yes,2
1642,2,-1,Yes,2
1643,2,-1,Yes,2
1644,2,-1,Yes,2
1645,2,-1,Yes,2
1646,2,-1,Yes,2
1647,2,-1,Yes,2
1648,2,-1,Yes,2
1649,2,-1,Yes,2
1650,2,-1,Yes,2
1651,2,-1,Yes,2
1652,2,-1,Yes,2
1653,2,-1,Yes,2
1654,2,-1,Yes,2
1655,2,-1,Yes,2
1656,2,-1,Yes,2
1657,2,-1,Yes,2
1658,2,-1,Yes,2
1659,2,-1,Yes,2
1660,3,-1,Yes,3
1661,3,-1,Yes,3
1662,3,-1,Yes,3
1663,3,-1,Yes,3
1664,3,-1,Yes,3
1665,3,-1,Yes,3
1666,3,-1,Yes,3
1667,3,-1,Yes,3
1668,3,-1,Yes,3
1669,3,-1,Yes,3
1670,3,-1,Yes,3
1671,3,-1,Yes,3
1672,3,-1,Yes,3
1673,3,-1,Yes,3
1674,3,-1,Yes,3
1675,3,-1,Yes,3
1676,3,-1,Yes,3
1677,3,-1,Yes,3
1678,3,-1,Yes,3
1679,3,-1,Yes,3
1680,3,-1,Yes,3
1681,3,-1,Yes,3
1682,3,-1,Yes,3
1683,3,-1,Yes,3
1684,3,-1,Yes,3
1685,3,-1,Yes,3
1686,3,-1,Yes,3
1687,3,-1,Yes,3
1688,3,-1,Yes,3
1689,3,-1,Yes,3
1690,3,-1,Yes,3
1691,3,-1,Yes,3
1692,3,-1,Yes,3
1693,3,-1,Yes,3
1694,3,-1,Yes,3
1695,3,-1,Yes,3
1696,3,-1,Yes,3
1697,3,-1,Yes,3
1698,3,-1,Yes,3
1699,3,-1,Yes,3
1700,3,-1,Yes,3
1701,3,-1,Yes,3
1702,3,-1,Yes,3
1703,3,-1,Yes,3
1704,3,-1,Yes,3
1705,3,-1,Yes,3
1706,3,-1,Yes,3
1707,3,-1,Yes,3
1708,3,-1,Yes,3
1709,3,-1,Yes,3
1710,3,-1,Yes,3
1711,3,-1,Yes,3
1712,3,-1,Yes,3
1713,3,-1,Yes,3
1714,3,-1,Yes,3
1715,3,-1,Yes,3
1716,3,-1,Yes,3
1717,3,-1,Yes,3
1718,3,-1,Yes,3
1719,3,-1,Yes,3
1720,3,-1,Yes,3
1721,3,-1,Yes,3
1722,3,-1,Yes,3
1723,3,-1,Yes,3
1724,3,-1,Yes,3
1725,3,-1,Yes,3
1726,3,-1,Yes,3
1727,3,-1,Yes,3
1728,3,-1,Yes,3
1729,3,-1,Yes,3
1730,3,-1,Yes,3
1731,3,-1,Yes,3
1732,3,-1,Yes,3
1733,3,-1,Yes,3
1734,3,-1,Yes,3
1735,3,-1,Yes,3
1736,3,-1,Yes,3
1737,3,-1,Yes,3
1738,3,-1,Yes,3
1739,3,-1,Yes,3
1740,3,-1,Yes,3
1741,3,-1,Yes,3
1742,3,-1,Yes,3
1743,3,-1,Yes,3
1744,3,-1,Yes,3
1745,3,-1,Yes,3
1746,3,-1,Yes,3
1747,3,-1,Yes,3
1748,3,-1,Yes,3
1749,3,-1,Yes,3
1750,3,-1,Yes,3
1751,3,-1,Yes,3
1752,3,-1,Yes,3
1753,3,-1,Yes,3
1754,3,-1,Yes,3
1755,3,-1,Yes,3
1756,3,-1,Yes,3
1757,3,-1,Yes,3
1758,3,-1,Yes,3
1759,3,-1,Yes,3
1760,3,-1,Yes,3
1761,3,-1,Yes,3
1762,3,-1,Yes,3
1763,3,-1,Yes,3
1764,3,-1,Yes,3
1765,3,-1,Yes,3
1766,3,-1,Yes,3
1767,3,-1,Yes,3
1768,3,-1,Yes,3
1769,3,-1,Yes,3
1770,3,-1,Yes,3
1771,3,-1,Yes,3
1772,3,-1,Yes,3
1773,3,-1,Yes,3
1774,3,-1,Yes,3
1775,3,-1,Yes,3
1776,3,-1,Yes,3
1777,3,-1,Yes,3
1778,3,-1,Yes,3
1779,3,-1,Yes,3
1780,3,-1,Yes,3
1781,3,-1,Yes,3
1782,3,-1,Yes,3
1783,3,-1,Yes,3
1784,3,-1,Yes,3
1785,3,-1,Yes,3
1786,3,-1,Yes,3
1787,3,-1,Yes,3
1788,3,-1,Yes,3
1789,3,-1,Yes,3
1790,3,-1,Yes,3
1791,3,-1,Yes,3
1792,3,-1,Yes,3
1793,3,-1,Yes,3
1794,3,-1,Yes,3
1795,3,-1,Yes,3
1796,3,-1,Yes,3
1797,3,-1,Yes,3
1798,3,-1,Yes,3
1799,3,-1,Yes,3
1800,3,-1,Yes,3
1801,3,-1,Yes,3
1802,3,-1,Yes,3
1803,3,-1,Yes,3
1804,3,-1,Yes,3
1805,3,-1,Yes,3
1806,3,-1,Yes,3
1807,3,-1,Yes,3
1808,3,-1,Yes,3
1809,3,-1,Yes,3
1810,3,-1,Yes,3
1811,3,-1,Yes,3
1812,3,-1,Yes,3
1813,3,-1,Yes,3
1814,3,-1,Yes,3
1815,3,-1,Yes,3
1816,3,-1,Yes,3
1817,3,-1,Yes,3
1818,3,-1,Yes,3
1819,3,-1,Yes,3
1820,3,-1,Yes,3
1821,3,-1,Yes,3
1822,3,-1,Yes,3
1823,3,-1,Yes,3
1824,3,-1,Yes,3
1825,3,-1,Yes,3
1826,3,-1,Yes,3
1827,3,-1,Yes,3
1828,3,-1,Yes,3
1829,3,-1,Yes,3
1830,3,-1,Yes,3
1831,3,-1,Yes,3
1832,3,-1,Yes,3
1833,3,-1,Yes,3
1834,3,-1,Yes,3
1835,3,-1,Yes,3
1836,3,-1,Yes,3
1837,3,-1,Yes,3
1838,3,-1,Yes,3
1839,3,-1,Yes,3
1840,3,-1,Yes,3
1841,3,-1,Yes,3
1842,3,-1,Yes,3
1843,3,-1,Yes,3
1844,3,-1,Yes,3
1845,3,-1,Yes,3
1846,3,-1,Yes,3
1847,3,-1,Yes,3
1848,3,-1,Yes,3
1849,3,-1,Yes,3
1850,3,-1,Yes,3
1851,3,-1,Yes,3
1852,3,-1,Yes,3
1853,3,-1,Yes,3
1854,3,-1,Yes,3
1855,3,-1,Yes,3
1856,3,-1,Yes,3
1857,3,-1,Yes,3
1858,3,-1,Yes,3
1859,3,-1,Yes,3
1860,3,-1,Yes,3
1861,3,-1,Yes,3
1862,3,-1,Yes,3
1863,3,-1,Yes,3
1864,3,-1,Yes,3
1865,3,-1,Yes,3
1866,3,-1,Yes,3
1867,3,-1,Yes,3
1868,3,-1,Yes,3
1869,3,-1,Yes,3
1870,3,-1,Yes,3
1871,3,-1,Yes,3
1872,3,-1,Yes,3
1873,3,-1,Yes,3
1874,3,-1,Yes,3
1875,3,-1,Yes,3
1876,3,-1,Yes,3
1877,3,-1,Yes,3
1878,3,-1,Yes,3
1879,3,-1,Yes,3
1880,3,-1,Yes,3
1881,3,-1,Yes,3
1882,3,-1,Yes,3
1883,3,-1,Yes,3
1884,3,-1,Yes,3
1885,3,-1,Yes,3
1886,3,-1,Yes,3
1887,3,-1,Yes,3
1888,3,-1,Yes,3
1889,3,-1,Yes,3
1890,3,-1,Yes,3
1891,3,-1,Yes,3
1892,3,-1,Yes,3
1893,3,-1,Yes,3
1894,3,-1,Yes,3
1895,3,-1,Yes,3
1896,3,-1,Yes,3
1897,3,-1,Yes,3
